record_id,adult,s_adult,foal,habitat,equine_zone,total
1.90314E+11,2,0,0,Forest_Mixedwood,SUNDRE EQUINE ZONE,2
1.90314E+11,5,0,0,Cutblock,SUNDRE EQUINE ZONE,5
1.90314E+11,3,0,0,Cutblock,SUNDRE EQUINE ZONE,3
1.90314E+11,4,2,0,Cutblock,SUNDRE EQUINE ZONE,6
1.90314E+11,3,0,0,Cutblock,SUNDRE EQUINE ZONE,3
1.90314E+11,2,0,0,Cutblock,SUNDRE EQUINE ZONE,2
1.90314E+11,6,1,0,Cutblock,SUNDRE EQUINE ZONE,7
1.90314E+11,4,0,0,Cutblock,SUNDRE EQUINE ZONE,4
1.90314E+11,4,0,0,Industrial,SUNDRE EQUINE ZONE,4
1.90314E+11,6,1,0,Cutblock,SUNDRE EQUINE ZONE,7
1.90314E+11,5,1,0,Cutblock,SUNDRE EQUINE ZONE,6
1.90314E+11,2,1,0,Cutblock,SUNDRE EQUINE ZONE,3
1.90314E+11,3,2,0,Cutblock,SUNDRE EQUINE ZONE,5
1.90314E+11,2,0,0,Cutblock,SUNDRE EQUINE ZONE,2
1.90314E+11,3,0,0,Cutblock,SUNDRE EQUINE ZONE,3
1.90314E+11,3,0,0,Cutblock,SUNDRE EQUINE ZONE,3
1.90314E+11,3,2,0,Forest_Mixedwood,SUNDRE EQUINE ZONE,5
1.90314E+11,8,1,0,Forest_Mixedwood,SUNDRE EQUINE ZONE,9
1.90314E+11,5,1,0,Forest_Decidous,SUNDRE EQUINE ZONE,6
1.90314E+11,3,1,0,Cutblock,SUNDRE EQUINE ZONE,4
1.90314E+11,4,2,0,Industrial,SUNDRE EQUINE ZONE,6
1.90314E+11,4,3,0,Forest_Mixedwood,SUNDRE EQUINE ZONE,7
1.90314E+11,7,0,0,Forest_Decidous,SUNDRE EQUINE ZONE,7
1.90314E+11,8,1,0,Forest_Mixedwood,SUNDRE EQUINE ZONE,9
1.90314E+11,6,2,0,Forest_Decidous,SUNDRE EQUINE ZONE,8
1.90314E+11,9,2,0,Forest_Conifer,SUNDRE EQUINE ZONE,11
1.90314E+11,5,2,0, ,SUNDRE EQUINE ZONE,7
1.90314E+11,5,1,0,Forest_Conifer,SUNDRE EQUINE ZONE,6
1.90314E+11,6,3,0,Meadow_Riparian,SUNDRE EQUINE ZONE,9
1.90314E+11,9,2,0,Meadow_Riparian,SUNDRE EQUINE ZONE,11
1.90314E+11,5,1,0,Cutblock,SUNDRE EQUINE ZONE,6
1.90314E+11,6,1,0,Cutblock,SUNDRE EQUINE ZONE,7
1.90314E+11,5,1,0,Cutblock,SUNDRE EQUINE ZONE,6
1.90314E+11,6,0,0,Cutblock,SUNDRE EQUINE ZONE,6
1.90314E+11,2,0,0,Cutblock,SUNDRE EQUINE ZONE,2
1.90314E+11,5,3,0,Roadside,SUNDRE EQUINE ZONE,8
1.90314E+11,6,3,0,Meadow_Shrub,SUNDRE EQUINE ZONE,9
1.90314E+11,2,0,0, ,SUNDRE EQUINE ZONE,2
1.90314E+11,5,0,0,Meadow_Riparian,SUNDRE EQUINE ZONE,5
1.90314E+11,1,0,0,Meadow_Shrub,SUNDRE EQUINE ZONE,1
1.90314E+11,2,0,0,Meadow_Riparian,SUNDRE EQUINE ZONE,2
1.90314E+11,3,0,0,Cutblock,SUNDRE EQUINE ZONE,3
1.90314E+11,4,1,0,Cutblock,SUNDRE EQUINE ZONE,5
1.90314E+11,5,1,0,Forest_Decidous,SUNDRE EQUINE ZONE,6
1.90314E+11,6,2,0,Meadow_Riparian,SUNDRE EQUINE ZONE,8
1.90314E+11,5,0,0,Cutblock,SUNDRE EQUINE ZONE,5
1.90314E+11,3,1,0,Cutblock,SUNDRE EQUINE ZONE,4
1.90314E+11,2,1,0,Industrial,SUNDRE EQUINE ZONE,3
1.90314E+11,6,2,0,Cutblock,SUNDRE EQUINE ZONE,8
1.90314E+11,7,2,0,Cutblock,SUNDRE EQUINE ZONE,9
1.90314E+11,5,1,0,Cutblock,SUNDRE EQUINE ZONE,6
1.90314E+11,9,2,0,Meadow_Riparian,SUNDRE EQUINE ZONE,11
1.90314E+11,1,0,0,Meadow_Riparian,SUNDRE EQUINE ZONE,1
1.90314E+11,1,0,0,Cutblock,SUNDRE EQUINE ZONE,1
1.90314E+11,6,1,0,Meadow_Riparian,SUNDRE EQUINE ZONE,7
1.90314E+11,4,1,0,Meadow_Shrub,SUNDRE EQUINE ZONE,5
1.90314E+11,4,0,0,Meadow_Grassland,SUNDRE EQUINE ZONE,4
1.90314E+11,12,2,0,Cutblock,SUNDRE EQUINE ZONE,14
1.90314E+11,5,2,0,Meadow_Riparian,SUNDRE EQUINE ZONE,7
1.90314E+11,2,0,0,Cutblock,SUNDRE EQUINE ZONE,2
1.90314E+11,4,2,0,Meadow_Grassland,SUNDRE EQUINE ZONE,6
1.90314E+11,6,2,0,Meadow_Grassland,SUNDRE EQUINE ZONE,8
1.90314E+11,4,0,0,Meadow_Grassland,SUNDRE EQUINE ZONE,4
1.90314E+11,4,1,0,Meadow_Grassland,SUNDRE EQUINE ZONE,5
1.90314E+11,6,2,0,Cutblock,SUNDRE EQUINE ZONE,8
1.90314E+11,2,1,0,Meadow_Riparian,SUNDRE EQUINE ZONE,3
1.90314E+11,5,1,0,Cutblock,SUNDRE EQUINE ZONE,6
1.90314E+11,5,0,0,Cutblock,SUNDRE EQUINE ZONE,5
1.90314E+11,5,1,0,Meadow_Grassland,SUNDRE EQUINE ZONE,6
1.90314E+11,16,5,0,Cutblock,SUNDRE EQUINE ZONE,21
1.90314E+11,3,0,0,Meadow_Grassland,SUNDRE EQUINE ZONE,3
1.90314E+11,2,1,0,Cutblock,SUNDRE EQUINE ZONE,3
1.90314E+11,10,2,0,Meadow_Shrub,SUNDRE EQUINE ZONE,12
1.90314E+11,8,1,0,Meadow_Riparian,SUNDRE EQUINE ZONE,9
1.90314E+11,2,0,0,Cutblock,SUNDRE EQUINE ZONE,2
1.90314E+11,4,0,0,Cutblock,SUNDRE EQUINE ZONE,4
1.90314E+11,6,2,0,Cutblock,SUNDRE EQUINE ZONE,8
1.90314E+11,5,4,0,Cutblock,SUNDRE EQUINE ZONE,9
1.90314E+11,3,2,0,Cutblock,SUNDRE EQUINE ZONE,5
1.90314E+11,5,0,0,Meadow_Riparian,SUNDRE EQUINE ZONE,5
1.90314E+11,4,1,0,Meadow_Riparian,SUNDRE EQUINE ZONE,5
1.90314E+11,2,0,0,Meadow_Riparian,SUNDRE EQUINE ZONE,2
1.90314E+11,4,1,0,Meadow_Shrub,SUNDRE EQUINE ZONE,5
1.90314E+11,2,0,0,Cutblock,SUNDRE EQUINE ZONE,2
1.90314E+11,2,0,0,Cutblock,SUNDRE EQUINE ZONE,2
1.90314E+11,2,1,0, ,SUNDRE EQUINE ZONE,3
1.90314E+11,3,1,0,Meadow_Grassland,SUNDRE EQUINE ZONE,4
1.90314E+11,6,1,0,Meadow_Riparian,SUNDRE EQUINE ZONE,7
1.90314E+11,6,2,0,Forest_Mixedwood,SUNDRE EQUINE ZONE,8
1.90314E+11,2,1,0,Forest_Mixedwood,SUNDRE EQUINE ZONE,3
1.90314E+11,5,4,0,Meadow_Shrub,SUNDRE EQUINE ZONE,9
1.90314E+11,4,2,0,Forest_Decidous,SUNDRE EQUINE ZONE,6
1.90314E+11,3,0,0,Forest_Decidous,SUNDRE EQUINE ZONE,3
1.90314E+11,3,1,0,Forest_Decidous,SUNDRE EQUINE ZONE,4
1.90314E+11,7,2,0,Forest_Decidous,SUNDRE EQUINE ZONE,9
1.90314E+11,7,0,0,Forest_Decidous,SUNDRE EQUINE ZONE,7
1.90314E+11,7,0,0,Cutblock,SUNDRE EQUINE ZONE,7
1.90314E+11,2,1,0,Cutblock,SUNDRE EQUINE ZONE,3
1.90314E+11,2,0,0,Cutblock,SUNDRE EQUINE ZONE,2
1.90314E+11,1,0,0,Cutblock,SUNDRE EQUINE ZONE,1
1.90314E+11,3,0,0,Cutblock,SUNDRE EQUINE ZONE,3
1.90314E+11,3,1,0,Cutblock,SUNDRE EQUINE ZONE,4
1.90314E+11,2,0,0,Cutblock,SUNDRE EQUINE ZONE,2
1.90314E+11,1,0,0,Cutblock,SUNDRE EQUINE ZONE,1
1.90314E+11,5,0,0,Industrial,SUNDRE EQUINE ZONE,5
1.90314E+11,5,0,0,Cutblock,SUNDRE EQUINE ZONE,5
1.90314E+11,1,0,0,Cutblock,SUNDRE EQUINE ZONE,1
1.90314E+11,4,0,0,Cutblock,SUNDRE EQUINE ZONE,4
1.90314E+11,4,1,0,Cutblock,SUNDRE EQUINE ZONE,5
1.90314E+11,4,1,0,Cutblock,SUNDRE EQUINE ZONE,5
1.90314E+11,2,0,0,Cutblock,SUNDRE EQUINE ZONE,2
1.90314E+11,3,0,0,Cutblock,SUNDRE EQUINE ZONE,3
1.90314E+11,3,0,0,Industrial,SUNDRE EQUINE ZONE,3
1.90314E+11,7,1,0,Cutblock,SUNDRE EQUINE ZONE,8
1.90314E+11,4,1,0,Cutblock,SUNDRE EQUINE ZONE,5
1.90314E+11,4,0,0,Forest_Mixedwood,SUNDRE EQUINE ZONE,4
1.90314E+11,5,2,0,Industrial,BRAZEAU EQUINE ZONE,7
1.90314E+11,3,0,0,Industrial,BRAZEAU EQUINE ZONE,3
1.90314E+11,4,2,0,Industrial,BRAZEAU EQUINE ZONE,6
1.90314E+11,2,0,0,Meadow_Riparian,NORDEGG EQUINE ZONE,2
1.90314E+11,4,2,0,Meadow_Riparian,NORDEGG EQUINE ZONE,6
1.90314E+11,6,0,0,Meadow_Riparian,NORDEGG EQUINE ZONE,6
1.90314E+11,1,0,0,Meadow_Riparian,NORDEGG EQUINE ZONE,1
1.90314E+11,6,3,0,Meadow_Riparian,NORDEGG EQUINE ZONE,9
1.90314E+11,5,3,0,Industrial,NORDEGG EQUINE ZONE,8
1.90314E+11,5,3,0,Meadow_Riparian,NORDEGG EQUINE ZONE,8
1.90314E+11,9,1,0,Cutblock,NORDEGG EQUINE ZONE,10
1.90314E+11,2,1,0,Cutblock,NORDEGG EQUINE ZONE,3
1.90314E+11,9,2,0,Meadow_Riparian,NORDEGG EQUINE ZONE,11
1.90314E+11,2,0,0,Meadow_Grassland,NORDEGG EQUINE ZONE,2
1.90314E+11,3,0,0,Meadow_Shrub,NORDEGG EQUINE ZONE,3
1.90314E+11,7,2,0,Cutblock,NORDEGG EQUINE ZONE,9
1.90314E+11,7,0,0,Cutblock,NORDEGG EQUINE ZONE,7
1.90314E+11,3,1,0,Industrial,NORDEGG EQUINE ZONE,4
1.90314E+11,2,0,0,Industrial,NORDEGG EQUINE ZONE,2
1.90314E+11,6,1,0,Meadow_Grassland,NORDEGG EQUINE ZONE,7
1.90314E+11,4,0,0,Industrial,NORDEGG EQUINE ZONE,4
1.90314E+11,1,0,0,Industrial,NORDEGG EQUINE ZONE,1
1.90314E+11,8,3,0,Cutblock,NORDEGG EQUINE ZONE,11
